204,"Billy Bragg","billy_bragg.jpg","Billy specialised in combining the uncombinable: punk and folk, sarcasm and warmth, politics and love. Billy's lyrics are sometimes cutting and angry, sometimes warm, but always insightful and witty. His songs paint a picture of Britain in the 1980s and capture the disillusionment that many felt at the time. <BR/> He was born in Barking, London as Stephen William Bragg and started playing guitar in his teens with his next-door neighbour Wiggy. The two of them formed a punk band called Riff Raff, but success was not forthcoming.<BR/>Surprisingly, Billy then joined the army. Unsurprisingly he hated it and bought his way out with £175 and returned to his parents' home. <BR/> Billy devised ingenious strategies to get his demo tapes heard. He pretended to be a television repair man in order to get into the office of Peter Jenner at Charisma Records. When Billy heard our own John Peel announce he was hungry on air, he rushed to the BBC studios with a mushroom biriyani and a tape. He was rewarded with lots of airplay, which John always insisted he would have got anyway. <BR/> In 1985, the year after he released 'Brewing Up With Billy Bragg', he helped to form the left-wing youth movement Red Wedge, whose members also included Paul Weller and Jimmy Sommerville. 1984 also saw one of Billy's songs, 'New England' become a Top 10 hit, albeit sung by Kirsty MacColl. Album after album followed, but it was 1991's 'Don't Try This At Home' which featured his biggest hit, 'Sexuality'. Billy took several years off to concentrate on fatherhood and his most recent album is 2002's 'England, Half English'. Wiggy still plays in his backing band. <BR/><blockquote>\"I was coming back from a gig somewhere and my girlfriend met me at the station and told me that the BBC phoned wanting me to do a Peel session. So I thought this was it - I'm a made man! I'm in! I rang my record company and said 'How am I going to get there? I don't even know where Maida Vale is. How am I going to get all my stuff on the tube?' And they said 'Bill, they pay you to do this, get a bloody taxi', which I thought was too good to be true; they PAY you to do a Peel session!\"</blockquote><BR/>Billy Bragg"
205,"Billy J. Kramer","billyjkramer.jpg",""
206,"Billy Mackenzie","","See <a href=\"/radio1/johnpeel/artists/a/associates/\">Associates</a>."
207,"Billy Mahonie","BillyMahonie.jpg",""
208,"Birdhouse","",""
209,"Birdland","",""
210,"bis","BIS.jpg","Bis' Manda Rin is the reason indie girls still have a penchant for plastic hairgrips and T-shirts featuring cartoon characters. The trio, singer Manda Rin, guitarist John Disko and keyboard player Sci-Fi Steve, claimed to be leading the Teen-C Revolution, which essentially meant lollipops, bouncing and the general behaviour of a bunch of over-sugared seven-year-olds. But Bis were fun, Bis had energy. Amanda MacKinnon and brothers John and Steve Clark, to use the names their mothers gave them, had been friends since childhood. They managed two singles 'Transmissions On A Teen-C Tip' and 'The Secret Vampire Soundtrack' without a proper record deal and in 1996 became the first unsigned band to appear on Top Of The Pops. The media went Bis mad and the group signed to Wiija in the UK and the Beastie Boys' Grand Royal in the States. Three albums followed and in 2001 they began composing music for a Power Puff Girls video game. Sadly in 2003 Bis said goodbye to their plastic fantastic world of New Wave pop and split up."
211,"Bivouac","",""
212,"Bizarre Inc.","",""
213,"Black","",""
214,"Black Dog","",""
215,"Black Keys","Black-Keys.jpg","The Black Keys' biggest brush with proper fame (as opposed to the indie rock variety) came in 2003 when their song 'Set You Free' featured in the Jack Black film 'School Of Rock'.Dan Auerbach (vocals, guitar) and Patrick Carney (drums) play raw blues rock with the occasional organ thrown in. Their first album 'The Big Come Up' came out in 2002, followed by 'Thickfreakness' (recorded in 14 hours, released in 2003) and Rubber Factory (2004). <br/>John was one of their many famous fans: Beck, Robert Plant and ZZ Top's Billy Gibbons all share the love."
216,"Black Roots","",""
217,"Black Sabbath","blacksabbath.jpg",""
218,"Black Star Liner","","Leeds-boys Black Star Liner are one of Britain's leading Anglo-Asian bands. Their debut single 'Smoke The Prophets' was voted NME Single Of The Week in 1994 and they've continued to produce a danceable swirl of ethnic instruments and synth sounds ever since. They signed to major label WEA in 1997 and produced the album 'Bengali Bantam Youth Experience' in 1999."
219,"Blackheart Procession","",""
220,"Blade","",""
221,"Blancmange","blancmange.jpg",""
222,"Blank Students","",""
223,"Bleach","",""
224,"Blithe","",""
225,"Blizzard Boys","blizzard_boys.jpg",""
226,"Bloc Party","blocparty.jpg",""
227,"Blodwyn Pig","blodwynpigrecord.jpg",""
228,"Blonde Redhead","blondereadhead.jpg",""
229,"Blood And Roses","",""
230,"Bloody Hollies","bloodyhollies.jpg",""
231,"Blubber","blubber.jpg",""
232,"Blue","",""
233,"Blue Orchids","blueorchids.jpg",""
234,"Blue Poland","",""
235,"Blueboy","",""
236,"Blueskins","blueskins.jpg",""
237,"Bluetip","",""
238,"Bluetones","bluetones.jpg",""
239,"Blur","Blur.jpg","Blur are still most famous for their role in the Britpop Wars as the down-south adversaries to Oasis' northern uproar. But Damon Albarn (vocals), Graham Coxon (guitar), Alex James (bass) and Dave Rowntree (drums) have been through many musical changes, from the shoegazing-lite of Leisure (1991) to the rollicking Mockney guitar pop of Modern Life Is Rubbish (1993) and Parklife (1994) and their later forays into American-influenced lo-fi rock ('13', 1999).The group started out as an outfit called Seymour, changing their name after signing to Food Records. After becoming perhaps the most successful band of the Britpop era, Blur began to crack up. Damon split from his long-term girlfriend, Elastica singer Justine Frischman, Dave stopped drinking and gained a pilot's licence, Alex holed up in various London bars with new friends Damien Hirst and Keith Allen, and Graham, sickened by it all, left the group. Blur continued as a three piece. Now their future is uncertain. Damon has said he no longer wants to record without Graham, but his former guitarist has, so far, remained silent.<BR/><blockquote>\"I don't know why, but John got this thing in his mind that he wanted to invite artists round to his house to do sessions, rather than at Maida Vale all the time. He invited a handful of bands over the years, and they would come complete with full P.A. system, a truck, all their gear and everything else that goes with it. Anyway, Blur was the first ever one. <BR/>\"They were a massive band already, and very famous. But the wonderful thing about them was that they were so chuffed to be there, like little kids. Every time John came within five feet of them Damon would go bright red.\"</blockquote> <BR/>- Miti Adhikari"
240,"Blurt","",""
241,"B-Movie","bmovie.jpg",""
242,"Boards Of Canada","boards_of_canada.jpg",""
243,"Bob","",""
244,"Bob Dylan","bob-dylan.jpg",""
245,"Bob Marley & The Wailers","bobmarleyandthewailers.jpg","Bob posters are a student staple, but his influence extends far beyond smoky bedrooms in halls of residence. As reggae's best known artist, his music is responsible for spreading the messages of the Rastafarian faith and stories of the Jamaican people. <BR/>Born Robert Nesta Marley in Jamaica in1945, Bob moved to the island's capital Kingston at the age of 14 to become a pupil of local singer Joe Higgs. He went on to form a group called The Teenagers, who later changed their name to The Wailing Rude Boys, later The Wailers. This version of the group disbanded in 1966, but later reformed with Marley (lead vocals), Peter Tosh and Bunny Livingston. This line up released 'Catch A Fire' (1973) and 'Burnin' (1974), before Tosh and Livingston left to pursue solo careers. Marley then started working with the I-Threes, consisting of his wife Rita, Marcia Griffith and Judy Mowatt. Together they produced 1975's 'Natty Dread' which contained the worldwide hit 'No Woman No Cry.' <BR/>An assassination attempt in 1976 meant he was forced to leave Jamaica and settle in America. The album 'Exodus', considered a classic, was released in 1977. But in 1980 Marley collapsed whilst jogging in new York's Central Park. He was found to have cancer, which had spread through his lungs, liver and brain. He died on May 11, 1981, aged just 36. <BR/><blockquote>\"When Marley arrived at the studio, you realised he was a star; very quiet and somehow dignified. Of course, all of them were there then, Bunny Wailer, Peter Tosh. <BR/>\"I seem to remember it took a lot of time to get it started, there was a lot of sitting around, as you'd expect, and, at that time, of course, possessing marijuana was an imprisonable offence; they did everything very discreetly, but you could smell it, even through the double doors, in the control room. They were also grinding hash up and putting it in honey. What was I supposed to do? BBC training would probably have told me to call the police. <BR/>\"Anyway, that was on their first visit to Britain, years before they were noticed. Only Island and us were on to them then.\" </blockquote><BR/>- John Walters (In Session Tonight by Ken Garner)"
246,"Bob Sargeant","",""
247,"Bob Tilton","",""
248,"Bodines","",""
249,"Bogshed","",""
250,"Bolt Thrower","",""
251,"Bomb Disneyland","",""
252,"Bone","",""
253,"Bone Orchard","",""
254,"Bong Ra","bong_ra.jpg","Mr Ra is somewhat protective of his identity. Live photos (taken at interestingly named events such as the Servants of the Apocalyptic Goat Rave) show a hooded man with a mic held in front of his face. He'd never get past the doors at Bluewater Shopping Centre. <BR/>Bong Ra is no teenage hoodlum though: this Dutch producer has a trademark style of his own, known as 'jungle rock'. He's recognised in his native Holland for his parts in the Raggacore and Yardcore scenes and his output covers everything from drum n bass to metal, taking in gabba along the way. If it's hard, fast and loud, Bong Ra will be there."
255,"Bongos & The Groovies","",""
256,"Bongwater","",""
257,"Bonnie 'Prince' Billy","BonniePrinceBilly.jpg","Will Oldham is not a Royal. Not in the technical blue-blood-inbred sense at any rate, but this Kentucky musician has a definite claim to a lo-fi crown. Since he began recording in 1992, Oldham has used a variety of high-born names, including Palace and Palace Brothers. In all his guises, Oldham combines intelligent lyrics with spare, downbeat sounds. His first album, There Is No One What Will Take Care Of You, came out in 1993, under the name Palace Brothers. His most surprising recording was probably 2004's 'Bonnie 'Prince' Billy Sings Greatest Palace Music' where he teamed up with a polished group of Nashville session musicians to rerecord much of his back catalogue. <BR/>Little known fact: Will Oldham was an actor and appeared in several TV movies before becoming a musician."
258,"Bonzo Dog Doo Dah Band","","The urban spacemen of the late-60's, the Bonzo Dog Doo-DahBand (as they were called at the time of this Peel Session) went through several name changes, starting as the Bonzo Dog Dada Band and ending, simply, as the Bonzo Dog Band. The group combined comedy and music in a psychedelic cabaret, even appearing in The Beatles 'Magical Mystery Tour'. Paul McCartney, using the name Apollo C. Vermouth, even produced their single 'I'm The Urban Spaceman' which hit the Top 5 in 1968. Band stalwart Neil Innes went on to work with the Monty Python team, writing the music for their spoof documentary The Ruttles."
259,"Boo Radleys","",""
260,"Boom Bip","boombip.jpg",""
261,"Boomtown Rats","boomtownrats.jpg",""
262,"Boothill Foot Tappers","",""
263,"Boots For Dancing","",""
264,"Boss Hog","boss-hog.jpg",""
265,"Bothy Band","",""
266,"Bourbonese Qualk","",""
267,"Bourgie Bourgie","",""
268,"Bow Wow Wow","",""
269,"Bowery Electric","",""
270,"Bowles Brothers","",""
271,"Box Of Toys","",""
272,"Boxer","",""
273,"Boyracer","",""
274,"Boys","boys.jpg",""
275,"Boys Of The Lough","Boys-Of-The-Lough.jpg",""
276,"Bracket","",""
277,"Brainiac","brainiac.jpg",""
278,"Brand X","",""
279,"Brassy","Brassy.jpg",""
280,"Bratmobile","Bratmobile.jpg",""
281,"Brave Captain","bravecaptain.jpg",""
282,"Breed","",""
283,"Breeders","",""
284,"Brian Jones Town Massacre","Brian-Jonestown-Massacre.jpg",""
285,"Brides Make Acid","",""
286,"Bridewell Taxis","",""
287,"Bridget St. John","",""
288,"Brigandage","",""
289,"Brilliant","",""
290,"Brilliant Corners","",""
291,"Brinsley Schwarz","brinsleyschwarzrecord.jpg",""
292,"British Lions","",""
293,"Broadcast","broadcast.jpg","Proof that something as otherworldly as spaced-out electronic psychedelia can come from Birmingham, Broadcast have been _ broadcasting since 1995, mixing 60's-inspired vocals with the intricate electric sounds associated with their label Warp. The band now consists of two core members, Trish Keenan (vocals) and James Cargill (bass). Their most recent albums were 2003's  'Ha Ha Sound', followed by 'Tender Buttons' this year (2005).<BR/> <blockquote>\"There was a sense of initiation on entering the Maida Vale studios. We were quiet as we received our BBC badges and escorted, by security, to the large elevators that took us and our equipment down below ground-level. What we found was a maze of hallways and side rooms, strangely silent and uninhabited. During a break from recording, we wondered through the corridors, peering through the windows of locked rooms, on a hunt for the Radiophonic Workshop. We came across abandoned tape machines and Shostakovich posters in the hallways and scratched our heads curiously at finding a rare EMS Vocoder sitting all lonely in the corner of a deserted foyer. It was wonderful to be free to walk around unquestioned. <BR/>\"We hovered outside the locked Radiophonic room, a little disappointed by what we could see through the window - a couple of DX7s and stacked cardboard boxes. We contemplated unscrewing the Radiophonic Workshop name plate from the door and making off with it, but knew the stern-faced security guard from earlier would have been on to us.\" </blockquote><BR/>- Trish Keenan, Broadcast"
294,"Broccoli","",""
295,"Broken Dog","brokendog.jpg",""
296,"Broken Family Band","broken-family-band.jpg",""
297,"Bronski Beat","bronski_beat.jpg",""
298,"Bruce Springsteen","bruce-springsteen.jpg",""
299,"Bryn Haworth","",""
300,"Buckfunk 3000","","See <a href=\"/radio1/johnpeel/artists/s/sibegg/\">Si Begg</a>."
301,"Buddy Knox","",""
302,"Budgie","",""
303,"Buffalo Tom","buffalo_tom.jpg",""
304,"Buick 6","",""
305,"Building 44","",""
306,"Bulllet","bullet.jpg",""
307,"Burning Love Jumpsuit","",""
308,"Butterflies Of Love","Butterflies-of-love.jpg",""
309,"Butterfly Child","",""
310,"Buttsteak","",""
311,"Buy Off The Bar","",""
312,"Buzzcocks","buzzcocks.jpg",""
313,"Byzantium","",""
314,"C.S.L.M.","",""
315,"Cabaret Voltaire","cabaretvoltaire.jpg",""
316,"Cable","cable.jpg",""
317,"Cado Belle","cado_belle.jpg",""
318,"Cajun Moon","",""
319,"Calexico","Calexico.jpg","God forbid  'The Good, The Bad And The Ugly' were ever re-made today, but at least Tucson musical collective Calexico would be a no-brainer for the soundtrack. Influenced by Morricone's Spaghetti Western soundtracks as much as jazz and country, Calexico's music, from 1996's 'Spoke' through to 2003's sublime 'Feast Of Wire', is the sound of a band taking the music of their youth, the roots of their culture, infusing it with even more poignancy and style, and virtually defining Americana. "
320,"Calvin Party","calvinparty.jpg",""
321,"Camel","",""
322,"Camera Obscura","cameraobscura.jpg","Listening to Camera Obscura, it's clear there are under-explored areas to fey Scottish indie, beyond the likes of The Pastels and Belle And Sebastian. Boy-girl harmonies and an acoustic guitar: Camera Obscura are songwriters from the school of purity. They took their name from an old Victorian prototype for photography and filled their songs with warmth and intimacy. Hailing from Glasgow, the six-piece further cemented their indie credentials by getting Stuart Murdoch to help produce their first album, 2001_s Biggest Bluest Hi-Fi. 2003's  'Underachievers Please Try Harder' followed: title definitely not ironic.  "
323,"Camper Van Beethoven","campervanbeethoven.jpg",""
324,"Can","can1978.jpg","They may not have had the sales, and their album covers rarely graced the walls of middle-American teenagers, but Can were The Beatles of experimental, progressive rock. From 1969 to 1979 they released a clutch of eleven albums that saw them dabble with electronics and noise and synths that would go on and form the foundation of careers for the likes of Public Image Limited and The Fall. Formed in Cologne in 1968, three years before fellow Krautrock (experimental music that edged towards the mechanical. Which if you think about it, is very German) avant-garde bedfellows Neu! Can could, and did, do anything and everything. "
325,"Cane 151","cane_141.jpg",""
326,"Capital Letters","",""
327,"Capitols","",""
328,"Captain Beefheart","captainbeefheart.jpg","The fact that John Peel was once tour driver for Captain Beefhart would be enough reason for the inclusion of this most beloved, idiosyncratic and yes, magical, of bands. Born Don Vliet, Californian Captain Beefhart, friend of Frank Zappa, was the eccentric kingpin of 20th century music. Given a year to rehearse the material before recording 1969's legendary 'Trout Mask Replica', the album that eventually emerged took in everything from jazz to minimal R&B and Beefhart's distinctive voice, but made sense in a certain perverse way. Van (he changed his name in the early 60s) Vliet fell victim to multiple sclerosis in the 1990s and disappeared from the public eye; music has rarely seen his like again."
329,"Captain Sensible","",""
330,"Caravan","Caravan.jpg",""
331,"Carcass","carcass.jpg",""
332,"Carnastoan","",""
333,"Carol Grimes","",""
334,"Caroline Martin","carolinemartin.jpg",""
335,"Carpettes","Carpettes.jpg",""
336,"Caspar Brotzmann Massaker","",""
